Year,Totals.Capital outlay,Totals.Revenue,Totals.Expenditure,Totals.General expenditure,Totals.General revenue,Totals.Insurance trust  revenue,Totals.Intergovernmental,Totals.License tax,Totals.Selective sales tax,Totals.Tax,Details.Correction.Correction Total,Details.Education.Education Total,Details.Financial Aid.Assistance and Subsidies,Details.Financial Aid.Cash and Securities Total,Details.Health.Health Total Expenditure,Details.Intergovernmental.Intergovernmental Expenditure,Details.Intergovernmental.Intergovernmental to Combined and Unallocable,Details.Natural Resources.Natural Resources Construction,Details.Utilities.Utilities Current Operation,Details.Welfare.Welfare Institution Total Expenditure,Details.Natural Resources.Parks.Parks Total Expenditure,Details.Transportation.Highways.Highways Total Expenditure,Totals. Debt at end of fiscal year,Details.Insurance benefits and repayments,Details.Interest on debt,Details.Interest on general debt,Details.Miscellaneous general revenue,Details.Other taxes,Details.Police protection,Compliance_Ratio,State_ALASKA,State_ARIZONA,State_ARKANSAS,State_CALIFORNIA,State_COLORADO,State_CONNECTICUT,State_DELAWARE,State_FLORIDA,State_GEORGIA,State_HAWAII,State_IDAHO,State_ILLINOIS,State_INDIANA,State_IOWA,State_KANSAS,State_KENTUCKY,State_LOUISIANA,State_MAINE,State_MARYLAND,State_MASSACHUSETTS,State_MICHIGAN,State_MINNESOTA,State_MISSISSIPPI,State_MISSOURI,State_MONTANA,State_NEBRASKA,State_NEVADA,State_NEW HAMPSHIRE,State_NEW JERSEY,State_NEW MEXICO,State_NEW YORK,State_NORTH CAROLINA,State_NORTH DAKOTA,State_OHIO,State_OKLAHOMA,State_OREGON,State_PENNSYLVANIA,State_RHODE ISLAND,State_SOUTH CAROLINA,State_SOUTH DAKOTA,State_TENNESSEE,State_TEXAS,State_UNITED STATES,State_UTAH,State_VERMONT,State_VIRGINIA,State_WASHINGTON,State_WEST VIRGINIA,State_WISCONSIN,State_WYOMING,Compliance_Label
2012,2677852,0.02958183556846864,0.037036551093100924,32055508,32179507,1942168,10397384,619464,3293596,16289491,670009,14681766,889362,44729047,444714,9412184,1447394,327086,18094443,8701173,44480,2831199,22511518,3896763,981667,981667,2053842,184502,217680,0.19193118172674006,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2013,2459127,0.032710263161808535,0.037881853122963036,33393450,33427369,4117137,11214329,606090,3540677,16881138,711443,14530022,903197,47373759,377479,9294460,1226578,340373,19770426,10837053,48175,2465327,22564017,3343660,966240,966240,2000157,174907,225581,0.2372510410601576,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2014,2006435,0.03363829126766628,0.03830147927451337,33149127,33446973,5112894,11012479,590483,3607405,17062642,687449,14601233,949960,45269067,374234,9394346,1185988,351635,19821063,10687952,49463,2336790,21132190,3977594,977323,977323,1988582,98264,231955,0.2475862864734356,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2015,2155774,0.03401702609635569,0.03860188154256961,34470175,36119845,2854398,12933905,643936,3360322,17435854,687837,14801529,1078669,45548523,454447,9557466,1133177,355766,20630727,11563940,47757,2517055,22571463,2935461,1047539,1047539,2300924,15443,225038,0.2496588153481163,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2016,2222404,0.03493480382308011,0.04058746498015177,36367289,37550402,2427987,14265372,704865,3381862,17658175,706254,15526354,1267735,46149215,451296,9746807,1081866,340825,22124203,12747775,50227,2476990,22649100,2881905,1006140,1006140,2102522,12584,229290,0.2351377928427224,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2017,2236714,0.038818051421626955,0.04233391350001159,38058091,38747759,5479314,14713219,681542,3457023,18170514,706493,15752340,1382810,61716879,571486,9990253,1824037,378313,23541901,13960934,51922,2498254,20833710,2812631,906413,906413,2304159,14833,236549,0.2746430724528427,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2018,2356914,0.04069134545326707,0.043230745372703536,38889387,40546768,5729887,15075489,749114,4324467,19397879,726759,16263389,1420605,62106732,589823,10329937,1751707,373597,23803490,13971440,56697,2736195,22008770,2814018,978441,978441,2345830,14410,263847,0.2917651621237145,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2019,2318430,0.04200854339259044,0.044944382983526314,40597226,42717934,4999875,15618221,767938,4492331,20171288,746506,16204219,1468724,66543333,607153,10484135,1819060,533321,25226462,15043164,58519,3013419,22435549,2697243,1099475,1099475,2782616,14591,276793,0.28710690973869146,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1992,711905,0.005281743885933554,0.006065802642112882,6681337,6534101,916504,1651321,358108,560396,3616444,136751,2649186,268281,8689155,116473,2160539,454535,180637,3466682,1305649,17808,949347,1883987,457148,132253,132253,454154,83968,44335,0.2527856546230195,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1993,692624,0.005911752386609986,0.006679833214299906,7198836,7123434,1016782,1888764,377423,554647,3901719,157922,2816042,274481,9360346,150963,2287463,518355,179591,3879796,1513737,16932,915617,1837018,510183,122371,122371,483899,83684,48375,0.26018282959810535,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1994,678442,0.006585040976729169,0.007039720333528535,7539444,7619377,1257509,2038830,385897,576356,4130450,163190,3028246,286869,10742635,165327,2461697,592298,197165,4042168,1532381,16523,912849,1990295,503737,128150,128150,532483,96045,51218,0.28956341971974076,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1995,696800,0.006866004645663761,0.007561964584843533,7915760,8087497,1097084,2188545,402385,603587,4403428,176666,3167192,282800,11582094,188800,2586535,549207,203124,4291153,1650154,19232,978631,2110974,612302,116362,116362,528049,96391,53816,0.2729856439243631,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1996,736516,0.006844716029455695,0.007849747189651778,8182909,8133204,1024317,2139113,414215,691299,4440540,184142,3262640,272401,12990230,178610,2672320,572594,203593,4436969,1710357,17237,1046032,2064507,609943,125001,125001,574142,87824,60942,0.2510950432806547,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1997,758059,0.007086196316474939,0.008382469951143421,8621990,8360300,1058759,2007968,421385,728269,4686244,200491,3594533,268090,18888500,185579,2869259,600559,212175,4674318,1737531,18205,1094526,2013891,663584,114458,114458,610433,95821,58567,0.23431491129271576,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1998,795715,0.007561779176704757,0.008793255768483665,9030380,8821047,1114289,2215812,452880,685545,4802531,227326,3744201,250040,22073490,194559,2794519,566523,220096,5138217,1937222,19672,1055929,2029300,633894,116786,116786,689103,99943,65801,0.24277259185547695,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1999,932935,0.009023817760846455,0.009430152950760152,9542626,9207794,2321255,2467487,468933,722445,4868494,255603,3833785,244015,22509388,208163,2872879,651909,229336,5476901,2021711,23738,1188141,2472046,708736,85046,85046,691382,81407,75872,0.30241293522118184,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2000,1107104,0.008759201687201986,0.010650003828603562,10520387,9891815,1340273,2730827,492575,755747,5185394,279196,4180513,248323,24550901,221934,3211878,651471,255742,5895862,2195661,25716,1423903,2361924,858657,131285,131285,736523,109204,81034,0.21742062968852527,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2001,971304,0.007768387152939072,0.011531400658707218,11198506,10329425,-186199,2892204,496498,753558,5158780,291914,4397048,260648,23064143,223521,3284057,636687,291401,6627242,2593005,26741,1331514,2542400,994426,133784,133784,904890,96965,84809,0.12144944356739351,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2002,1072701,0.008568033715845004,0.012015304483948802,11435526,11025846,-11422,3445261,519787,791468,5006251,288666,4576530,274217,21725404,233740,3326499,634708,267444,6718141,2617128,25468,1360300,3712920,1206060,123134,123134,1121907,90323,86461,0.1458580074043182,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2003,1074918,0.010251920117653841,0.012410844817523973,11714669,11096904,1752500,3534400,537574,779069,4922455,294911,4589923,272050,25147636,241311,3442552,698468,243227,6887136,2795400,23027,1356482,4279448,1288873,122471,122471,1109537,84735,86332,0.21811022457414508,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2004,1103983,0.012436639221327567,0.01277310680723667,12031051,11916703,3309945,4038220,575515,891294,5214602,219859,4670535,265644,27063116,195740,3529971,618992,224415,7063915,3112742,20330,1365758,4857614,1299364,161473,161473,887706,81765,71393,0.31337142845061194,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2012,1660100,0.01867870973276341,0.01988829524725894,17390500,19470167,2476343,5725679,751627,1109651,7932494,376556,6276571,509774,21952058,185092,4913472,1029057,350267,10218771,4804426,28042,1778474,6166080,2474679,253805,253805,3020073,92465,101084,0.29068869748619874,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2013,1510405,0.02165167248092422,0.019869468609589318,17396737,20236471,4950090,5362863,798137,1088919,8681675,334632,6474948,550459,22971487,190516,4743980,922234,305947,10521781,4865284,28048,1666594,6679143,2440771,245725,245725,3295936,101936,97927,0.3923375615299668,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2014,1673314,0.02306938902892571,0.02113243227228841,18373358,20835044,5895425,5635622,808047,1112707,8572532,294835,6803356,560395,23572076,195666,4996847,897011,316703,11090311,5245884,27563,1825073,6343482,2630144,234736,234736,3552348,105577,101146,0.3941048502413861,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2015,1934399,0.021626233443704613,0.02252470844062412,19894554,22286437,2850133,6048742,874778,1228001,9189255,294185,7129439,569550,23709990,203481,5273825,958166,317514,12092590,5905922,29242,2161820,6223008,2391593,216479,216479,3812405,110994,100780,0.3048738696302785,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2016,1947431,0.02133809862232418,0.0229794169759738,20179819,22461085,2350418,6103015,925958,1435103,9565099,293454,7202769,586224,23349037,208093,5320746,899081,292474,12319335,6163944,28898,2192908,5956424,2520429,206455,206455,3295491,110994,104145,0.28335520593355934,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2017,1918641,0.025189124476246296,0.02281733018061827,19961018,23416362,5593048,5721957,947549,1407088,9755430,287238,7298956,614719,46604812,242510,5364729,900672,306530,12069322,5686717,25702,2319034,6149694,2576177,206539,206539,4312060,107314,102859,0.4030075211941918,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2018,1830009,0.02499175600805111,0.023999016189707498,20984193,24071455,4707657,6075843,954503,1407284,10088480,282045,7371352,623516,48665471,244446,5374923,840337,306374,13163225,6260575,28170,2375686,6270052,2640256,215360,215360,4030878,106481,106324,0.36051934253473694,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2019,1725050,0.02673701764028189,0.02466774417574188,21468598,25895682,4773457,6382298,990985,1453235,10583869,293910,7422453,627499,51144868,235274,5392612,785130,298315,13738480,6653561,31022,2347346,6185137,2760109,224434,224434,4816405,101405,110542,0.3897868816970108,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1992,674153,0.003674320833916519,0.004221173422213732,5051751,4967838,808273,1359425,174975,460426,2801692,189460,2197864,189200,5411863,148918,1440836,264767,125394,2706654,890373,7999,649159,485787,432371,40908,40908,224185,175372,34108,0.25668888740924745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1993,467173,0.004570612522953355,0.004499418848728812,5274778,5863061,893688,1648886,181004,476774,3302928,178540,2270450,205240,6545269,154432,1670354,290717,127839,2886685,981751,8216,653777,935488,467687,45326,45326,307776,194225,38941,0.33339969231318267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1994,567756,0.005226114900149261,0.00548138417382109,6091952,6462587,1011351,1714555,186119,513293,3674816,181112,2733678,200811,6761727,185118,2114401,340769,135275,3148967,1095207,7055,763618,1103280,562240,60017,60017,412846,229014,40692,0.30017763745023396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1995,686828,0.005135128275776222,0.005979231342956894,6459918,6494718,879671,1599300,199053,515862,3765488,191416,2875589,207783,7434544,185520,2205990,334865,149044,3288523,1212378,8957,828450,1145493,656511,70794,70794,423997,177106,41428,0.24612342368851825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1996,838590,0.005582852771674002,0.006150830544713918,6679811,6891680,972567,1694054,203098,529877,3978761,195443,2960968,193092,7556640,242856,2262900,344997,159063,3313333,1101686,5367,995807,1161470,595943,71896,71896,490126,212637,40085,0.27387399272079305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1997,793521,0.005661012483808331,0.006388131265413872,6874700,7264375,685387,1839813,211755,531227,4229721,206167,3037234,157644,8825615,301760,2325562,351756,165039,3526523,1124166,5856,1013022,1211295,621381,71450,71450,440247,207018,41166,0.26121484456996324,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1998,766392,0.006112737506631351,0.006587311275949143,7040163,7784967,659030,1862929,213835,571175,4661846,254981,3237140,133281,10057248,293522,2508870,388766,158056,3552824,1092556,6187,936852,1411135,640851,78796,78796,490544,207693,45021,0.2853443021364268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1999,831062,0.006334953661595922,0.007330079215070518,7677646,7597365,1089760,1885254,233681,552242,4589475,268841,3718056,125398,10327501,342450,2806135,421702,169122,3895467,1256986,6761,959530,1482318,693007,19584,19584,474285,166867,46278,0.2470925558799013,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2000,870778,0.007894919697497062,0.008141310200536704,8376169,8561390,1832503,2401468,236789,562650,4848235,317890,3712961,122357,12028756,348655,2853333,404189,171527,4483058,1316210,7555,1354907,1911825,747689,46643,46643,666352,173537,53008,0.31012935952571086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2001,774175,0.006358819724897702,0.009297028804922575,9405968,9026660,-313423,2659435,227332,582106,4986955,336495,4014202,243602,12416169,469867,2953527,644134,158159,5314730,1643119,4848,1228570,2183859,790942,119934,119934,704682,207311,53358,0.1331265032747735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2002,898180,0.007255510826835229,0.00972216077865638,9617322,9179259,515053,2991803,229968,632661,4808361,326372,3987803,258460,11717368,503625,2971413,700789,179368,5362456,1986407,5416,1130728,2288355,974311,126813,126813,710426,169468,63403,0.17091576553069154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2003,869012,0.007902086280001245,0.01011245593343,9843383,9752078,649656,3266719,256372,775840,5008411,336268,4210861,256911,12194362,524233,2925220,744167,184607,5663264,1905638,6072,1094228,2471939,1110628,128976,128976,668407,186253,72321,0.1922417947711924,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2004,1032362,0.008519522871183346,0.01055268906773393,10258435,9902085,1175190,2962444,274619,790225,5283676,316669,4564743,164411,13982313,287430,3123152,427238,185658,5772104,2475046,7466,1225504,4571893,1104320,166406,166406,718935,203766,74193,0.20796717171736556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2012,1059109,0.010994697412610175,0.01584133607693163,14175836,12709870,1075508,1663051,315411,859715,7418341,324805,6020879,207237,12561501,422467,3888821,501133,212719,8822132,3096168,28749,1264492,6860094,2097278,198537,198537,1011536,208014,98515,0.1285433652349509,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2013,1075334,0.015526398710343454,0.015891056494630743,14398435,15542012,3201527,3808931,382944,845883,7620282,349024,6059164,199955,12460323,367588,4031374,483050,213250,8903340,3241788,35808,1181434,6825293,1920843,188432,188432,1306473,153281,107396,0.31594402248168396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2014,944026,0.015797481251430483,0.016515727132809657,14855231,15584636,3455496,3938279,395454,907236,7334481,354687,6142115,196705,14557759,367201,4076208,502196,212368,9432231,3548484,35179,1201324,6742696,2044036,206061,206061,1257545,206286,100513,0.30234833798692573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2015,1114657,0.014914074969885546,0.017712339822188547,16149962,16372658,1700934,3914381,378193,924820,7884091,359801,7010167,195653,13813373,364256,4808061,449683,212368,9864254,3825630,34963,1297725,6821467,1860326,167337,167337,1327680,806835,103785,0.22577247293999214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2016,1395235,0.014686970805326233,0.018404081972623644,16760093,16675801,1149315,3807927,396648,1084599,8058949,354217,7182004,197224,15106572,367132,4754485,399299,202354,10244066,3974577,36247,1335864,7781738,1892458,169083,169083,1265556,713569,102960,0.1960077430637367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2017,1563061,0.018441316801560862,0.01960336679518665,17923707,17685746,4247022,4160844,421080,1092253,8174015,350931,7411983,211471,24707571,402896,4861984,482584,224912,11107062,4305662,38835,1239281,7538475,1842346,180129,180129,1232141,736558,111385,0.2917382298374255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2018,1057947,0.018928363817427716,0.019607470312893817,17894591,19078076,3387573,4072601,433229,1190718,9546790,350498,7491767,215300,25959452,434157,5032030,486024,224604,11423670,4413952,44140,987051,7573220,1875272,165644,165644,1273693,767108,112072,0.3083630811305159,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2019,943623,0.01972668783921854,0.020526601196244342,18716162,20133578,3205522,4358447,433280,1189079,10030158,366551,7687475,219779,26912112,435624,5252484,495005,228677,12149610,4735115,38912,1009205,7417694,1907088,150666,150666,1290083,808280,120038,0.3054599232474584,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1992,996454,0.008119630126617216,0.009251027402090349,9235218,9221972,1417778,2609286,281006,861114,5080971,209874,3572415,297357,13710190,203176,2392289,416621,236480,5118942,2382835,105653,933960,6618526,914977,434180,434180,685447,622426,105438,0.25331617721502186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1993,1040068,0.008753409743147781,0.009670009484457245,9550437,9686768,1646404,2828192,318919,929220,5331520,210403,3716072,298234,14531834,219051,2521244,395414,261915,5282924,2564736,76147,932924,6820146,987203,413539,413539,648073,629557,103603,0.2701697030401714,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1994,903458,0.009115680900029023,0.009668092355449697,9558836,10098826,1630709,2860061,323517,1160436,5692730,206827,3845626,307530,15680154,239723,2581409,386895,238043,5401576,2517724,75225,867033,6743654,977798,369661,369661,605399,650437,104819,0.2936592890455142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1995,932029,0.010135954192191739,0.010587490344414759,10191078,11084543,1761279,3048428,373361,1246396,6284623,221083,4062156,327499,16636630,254296,2790070,409178,252412,5791657,2776428,83452,921885,7097496,1196153,357659,357659,728802,678586,113289,0.3027402693369363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1996,1031364,0.01099734249484039,0.011069270249205284,10603330,11570606,2217666,3152055,381299,1281630,6489256,225651,4263239,332111,19461762,272247,2825097,380609,254950,6046604,2769938,91335,1059328,7030482,1231556,375654,375654,843865,682991,115441,0.3257443382614007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1997,1121177,0.012134559679979489,0.01226115581543017,11634331,12431136,2601372,3463950,427137,1311431,6818992,260235,4398379,333938,24059347,302747,2918190,633359,215328,6885246,3207075,105381,1090645,7120354,1306139,384328,384328,931606,699966,121365,0.32362062200179487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1998,1161168,0.013008858981793308,0.012898822003387211,12283555,12968961,3020123,3602966,446730,1276233,7115149,304348,4574047,297873,28007395,318865,3006904,774392,242064,7399034,3291011,106258,1172164,6813880,1249597,426497,426497,1017851,659086,129274,0.33598318923205917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
