TransactionID,UserID,Timestamp,TransactionAmount,TransactionType,AccountBalance,Anomaly
752,1023,2024-11-18 16:28:48.543492,1712.77,Withdrawal,-26511.47300000001,0
753,1027,2024-07-20 09:13:39.543492,714.48,Withdrawal,-26297.129000000008,0
754,1007,2024-08-26 16:43:09.543492,417.15,Withdrawal,-26171.984000000008,0
755,1091,2024-07-27 21:00:11.543492,4961.25,Loan Disbursement,-27660.359000000008,0
756,1035,2025-01-22 03:23:12.543492,3295.19,Deposit,-26671.802000000007,0
757,1089,2024-06-20 18:18:39.543492,2733.38,Withdrawal,-25851.788000000008,0
758,1007,2024-11-06 07:41:37.543492,3839.22,Deposit,-24700.022000000008,0
759,1057,2024-10-12 05:46:55.543492,4208.38,Withdrawal,-25962.536000000007,0
760,1059,2024-09-26 16:51:53.543492,4043.24,Loan Disbursement,-24749.564000000006,0
761,1049,2024-09-09 14:42:50.543492,131.87,Withdrawal,-24789.125000000007,0
762,1027,2024-08-16 08:44:24.543492,974.7,Withdrawal,-25081.535000000007,0
763,1091,2024-11-05 01:55:01.543492,3291.78,Deposit,-26069.069000000007,0
764,1040,2024-05-28 03:06:21.543492,1910.01,Deposit,-26642.072000000007,0
765,1099,2024-08-17 00:36:43.543492,4913.29,Deposit,-25168.085000000006,0
766,1063,2024-02-29 10:53:25.543492,3343.75,Loan Payment,-24164.960000000006,0
767,1026,2024-11-26 16:07:02.543492,4784.92,Deposit,-22729.484000000008,0
768,1062,2024-10-17 02:25:02.543492,1047.16,Withdrawal,-22415.336000000007,0
769,1016,2024-10-07 17:48:33.543492,4326.59,Loan Payment,-21117.359000000008,0
770,1072,2024-06-03 04:31:39.543492,1640.69,Deposit,-20625.15200000001,0
771,1032,2024-12-19 22:51:32.543492,4948.35,Loan Disbursement,-22109.65700000001,0
772,1083,2024-06-22 08:21:36.543492,830.56,Deposit,-22358.82500000001,0
773,1076,2024-03-01 18:15:05.543492,2605.88,Loan Disbursement,-21577.061000000012,0
774,1091,2024-03-16 01:20:34.543492,3974.58,Loan Payment,-20384.687000000013,0
775,1028,2024-11-20 02:08:05.543492,2191.58,Loan Disbursement,-19727.213000000014,0
776,1012,2024-02-03 01:29:05.543492,2367.02,Loan Payment,-19017.107000000015,0
777,1045,2024-03-31 22:29:56.543492,4932.46,Loan Disbursement,-17537.369000000013,0
778,1034,2024-08-29 12:59:48.543492,2155.28,Deposit,-16890.785000000014,0
779,1005,2024-06-20 17:49:10.543492,3040.16,Loan Payment,-17802.833000000013,0
780,1081,2024-11-29 01:37:30.543492,319.97,Withdrawal,-17898.824000000015,0
781,1068,2024-02-08 02:20:41.543492,4218.94,Withdrawal,-16633.142000000014,0
782,1046,2024-08-11 18:37:23.543492,3258.43,Withdrawal,-15655.613000000016,0
783,1024,2024-12-28 19:24:25.543492,2049.9,Deposit,-15040.643000000016,0
784,1065,2024-09-24 08:41:26.543492,130.04,Withdrawal,-15079.655000000017,0
785,1009,2024-11-09 05:33:43.543492,2978.76,Loan Payment,-15973.283000000018,0
786,1055,2024-07-13 16:02:52.543492,112.66,Withdrawal,-16007.081000000017,0
787,1029,2024-09-22 07:20:10.543492,55.96,Loan Payment,-16023.869000000017,0
788,1004,2024-06-02 02:35:46.543492,3099.69,Withdrawal,-16953.776000000016,0
789,1032,2024-12-20 13:56:27.543492,985.63,Loan Disbursement,-16658.087000000018,0
790,1064,2024-09-17 14:09:46.543492,999.84,Loan Payment,-16358.135000000017,0
791,1017,2024-09-28 23:35:26.543492,3283.69,Withdrawal,-17343.242000000017,0
792,1095,2024-11-01 18:56:54.543492,315.8,Withdrawal,-17248.502000000015,0
793,1048,2024-09-04 01:23:50.543492,1601.36,Withdrawal,-17728.910000000014,1
794,1010,2024-12-16 17:31:14.543492,789.69,Loan Payment,-17965.817000000014,0
795,1084,2024-10-19 02:26:06.543492,2921.87,Loan Payment,-18842.378000000015,0
796,1025,2024-05-07 16:26:10.543492,3325.74,Withdrawal,-17844.656000000014,0
797,1062,2024-05-09 21:17:52.543492,3619.62,Loan Disbursement,-16758.770000000015,0
798,1088,2024-06-09 23:33:30.543492,1313.39,Loan Payment,-16364.753000000015,0
799,1085,2025-01-26 23:19:12.543492,491.79,Loan Payment,-16217.216000000015,0
800,1058,2024-08-29 09:58:04.543492,439.48,Loan Disbursement,-16085.372000000014,0
801,1026,2024-04-04 06:57:37.543492,2159.45,Deposit,-16733.207000000013,0
802,1048,2024-12-24 00:20:37.543492,4731.93,Loan Disbursement,-18152.786000000015,0
803,1076,2024-03-15 14:22:32.543492,1127.76,Withdrawal,-18491.114000000016,0
804,1032,2024-05-04 01:02:08.543492,1320.87,Loan Payment,-18094.853000000017,0
805,1097,2024-04-10 10:06:10.543492,549.4,Loan Payment,-17930.033000000018,0
806,1098,2024-07-03 10:58:53.543492,3047.57,Loan Payment,-17015.762000000017,0
807,1000,2024-09-27 22:45:03.543492,3415.37,Loan Payment,-18040.373000000018,0
808,1020,2024-08-04 07:36:53.543492,3232.51,Deposit,-19010.12600000002,0
809,1054,2024-06-23 23:43:08.543492,4312.59,Loan Payment,-20303.90300000002,0
810,1005,2024-09-10 09:29:12.543492,2457.81,Loan Payment,-19566.56000000002,0
811,1091,2024-10-30 16:54:02.543492,715.56,Deposit,-19351.892000000018,0
812,1080,2024-11-09 21:35:10.543492,1482.56,Withdrawal,-19796.660000000018,0
813,1068,2024-08-15 23:17:57.543492,3329.03,Withdrawal,-20795.369000000017,0
814,1094,2024-02-15 14:46:42.543492,3084.95,Deposit,-21720.854000000018,0
815,1004,2025-01-27 18:24:15.543492,2678.47,Withdrawal,-22524.39500000002,0
816,1002,2024-09-13 21:17:58.543492,3430.67,Withdrawal,-21495.194000000018,0
817,1052,2024-05-07 20:53:47.543492,3205.08,Loan Disbursement,-22456.71800000002,0
818,1022,2024-12-15 02:16:11.543492,4412.56,Loan Disbursement,-21132.95000000002,0
819,1052,2024-07-07 01:39:33.543492,2950.78,Loan Disbursement,-20247.71600000002,0
820,1036,2025-01-18 22:00:20.543492,3904.08,Deposit,-19076.49200000002,0
821,1073,2024-03-06 21:04:53.543492,1281.1,Loan Payment,-18692.16200000002,0
822,1073,2024-10-27 21:03:46.543492,3407.0,Deposit,-17670.06200000002,0
823,1082,2024-06-24 06:47:53.543492,4515.86,Deposit,-19024.82000000002,0
824,1016,2024-02-24 02:10:26.543492,1959.38,Deposit,-18437.006000000023,0
825,1084,2024-08-16 23:37:14.543492,3906.57,Deposit,-19608.977000000024,0
826,1077,2024-07-02 13:12:34.543492,3637.71,Loan Disbursement,-20700.290000000023,0
827,1072,2025-01-28 19:11:54.543492,344.65,Deposit,-20596.895000000022,0
828,1000,2024-12-27 19:24:46.543492,2928.47,Loan Disbursement,-21475.436000000023,0
829,1050,2024-07-09 11:51:05.543492,694.44,Loan Payment,-21683.768000000022,0
830,1044,2024-06-23 06:03:58.543492,4838.23,Withdrawal,-23135.237000000023,0
831,1076,2024-12-02 03:38:59.543492,4066.47,Loan Disbursement,-24355.17800000002,0
832,1003,2024-04-16 23:13:03.543492,593.13,Deposit,-24177.239000000023,0
833,1061,2024-05-22 05:07:22.543492,652.67,Loan Payment,-24373.040000000023,0
834,1064,2024-10-16 03:26:15.543492,2992.65,Deposit,-25270.83500000002,0
835,1031,2024-07-26 15:41:24.543492,1757.2,Loan Payment,-24743.67500000002,0
836,1033,2024-10-20 06:20:13.543492,222.78,Withdrawal,-24676.841000000022,0
837,1091,2024-06-20 16:11:18.543492,2731.13,Loan Payment,-23857.502000000022,0
838,1094,2024-04-12 11:10:38.543492,1969.83,Loan Payment,-23266.55300000002,0
839,1071,2024-07-25 12:16:36.543492,550.33,Withdrawal,-23101.454000000023,0
840,1038,2024-02-11 11:38:34.543492,4019.51,Withdrawal,-24307.307000000023,0
841,1025,2024-05-22 15:22:55.543492,4579.63,Loan Payment,-22933.418000000023,0
842,1033,2024-05-01 08:35:28.543492,3795.14,Deposit,-24071.960000000025,0
843,1053,2024-07-14 02:49:43.543492,4120.99,Loan Disbursement,-22835.663000000026,0
844,1002,2024-05-19 02:46:09.543492,1121.63,Deposit,-23172.152000000027,0
845,1049,2024-05-27 05:56:03.543492,1354.69,Loan Disbursement,-23578.559000000027,0
846,1011,2024-02-03 18:09:33.543492,1082.21,Withdrawal,-23253.896000000026,0
847,1064,2024-03-16 09:53:23.543492,3837.06,Deposit,-24405.014000000025,0
848,1053,2024-08-07 10:54:09.543492,4742.19,Withdrawal,-22982.357000000025,0
849,1004,2024-11-10 07:20:06.543492,3598.34,Loan Payment,-24061.859000000026,0
850,1093,2024-12-30 12:14:23.543492,4413.26,Loan Payment,-22737.881000000027,0
851,1093,2024-02-19 10:45:17.543492,3211.56,Deposit,-23701.349000000027,0
852,1056,2024-06-27 19:34:03.543492,1968.92,Withdrawal,-24292.025000000027,0
853,1016,2024-03-27 14:03:28.543492,2157.52,Deposit,-23644.769000000026,0
854,1046,2024-04-28 20:43:42.543492,422.84,Deposit,-23517.917000000027,0
855,1022,2024-07-16 14:29:28.543492,205.71,Loan Disbursement,-23456.204000000027,0
856,1078,2024-08-25 21:01:31.543492,3492.6,Loan Payment,-22408.424000000028,0
857,1084,2024-03-26 06:32:00.543492,2220.22,Deposit,-21742.35800000003,0
858,1013,2024-07-05 02:44:55.543492,2783.46,Loan Payment,-20907.32000000003,0
859,1065,2024-04-20 23:38:34.543492,2810.42,Loan Disbursement,-20064.19400000003,0
860,1074,2024-06-17 17:12:22.543492,1423.01,Withdrawal,-19637.29100000003,0
861,1050,2024-11-08 05:42:17.543492,2405.67,Deposit,-18915.59000000003,0
862,1037,2024-09-19 11:22:27.543492,2380.26,Loan Payment,-18201.512000000028,0
863,1063,2024-05-14 09:33:51.543492,1972.71,Deposit,-18793.325000000026,0
864,1097,2024-03-27 22:13:29.543492,4112.34,Withdrawal,-20027.027000000027,0
865,1037,2024-10-23 04:10:44.543492,2283.26,Deposit,-19342.049000000028,0
866,1049,2024-12-20 07:40:39.543492,3038.04,Deposit,-18430.637000000028,0
867,1097,2024-08-28 11:35:43.543492,4482.82,Loan Payment,-19775.48300000003,0
868,1081,2024-05-21 19:09:33.543492,4337.86,Withdrawal,-18474.12500000003,0
869,1029,2024-06-02 15:05:29.543492,4457.59,Loan Disbursement,-19811.40200000003,0
870,1078,2024-04-26 19:18:58.543492,1386.52,Withdrawal,-20227.35800000003,0
871,1090,2024-08-11 06:09:45.543492,223.16,Withdrawal,-20294.30600000003,0
872,1050,2024-09-30 01:08:12.543492,1342.28,Loan Disbursement,-20696.99000000003,0
873,1062,2024-12-04 02:25:49.543492,1429.6,Deposit,-21125.87000000003,0
874,1097,2024-07-03 11:24:51.543492,4551.33,Loan Payment,-19760.47100000003,0
875,1051,2024-11-07 17:34:01.543492,3263.75,Deposit,-20739.59600000003,0
876,1037,2024-09-26 19:51:09.543492,454.43,Deposit,-20603.26700000003,0
877,1096,2024-12-09 17:01:51.543492,720.12,Loan Disbursement,-20819.30300000003,0
878,1087,2024-06-20 14:41:57.543492,820.6,Loan Disbursement,-21065.48300000003,0
879,1078,2024-02-20 03:48:16.543492,3170.59,Deposit,-22016.66000000003,0
880,1029,2024-09-01 18:27:34.543492,3690.3,Withdrawal,-20909.57000000003,0
881,1050,2024-02-25 13:31:46.543492,4305.24,Loan Payment,-22201.14200000003,0
882,1080,2024-09-05 14:33:12.543492,4706.15,Withdrawal,-23612.98700000003,0
883,1004,2024-08-01 20:05:47.543492,1048.44,Deposit,-23298.45500000003,0
884,1028,2024-10-06 19:44:09.543492,1583.37,Deposit,-22823.444000000032,0
885,1003,2024-04-27 07:05:52.543492,1239.6,Loan Payment,-23195.324000000033,0
886,1009,2024-10-24 04:03:46.543492,1825.87,Withdrawal,-23743.085000000032,0
887,1055,2024-03-19 22:05:58.543492,4577.59,Deposit,-25116.36200000003,0
888,1016,2024-07-29 23:20:32.543492,2896.81,Deposit,-24247.31900000003,0
889,1073,2024-04-04 03:48:38.543492,3704.05,Loan Disbursement,-25358.53400000003,0
890,1016,2024-07-06 18:50:48.543492,2476.09,Loan Payment,-24615.707000000028,0
891,1083,2024-03-24 23:01:46.543492,192.85,Loan Disbursement,-24673.562000000027,0
892,1087,2024-12-13 13:05:09.543492,367.77,Loan Disbursement,-24563.23100000003,0
893,1068,2024-04-21 16:33:13.543492,2712.72,Loan Disbursement,-23749.41500000003,0
894,1033,2024-05-09 12:14:25.543492,3608.01,Deposit,-24831.81800000003,0
895,1005,2024-06-18 01:13:45.543492,1115.89,Withdrawal,-25166.58500000003,0
896,1052,2024-09-27 20:42:18.543492,3623.45,Loan Disbursement,-24079.55000000003,0
897,1065,2024-04-10 00:45:11.543492,4062.8,Withdrawal,-25298.39000000003,0
898,1076,2024-09-07 23:04:04.543492,2088.89,Deposit,-24671.723000000027,0
899,1042,2024-09-14 21:23:15.543492,3744.78,Loan Disbursement,-23548.289000000026,0
900,1074,2024-06-24 12:38:54.543492,2049.95,Deposit,-24163.274000000027,0
901,1022,2024-11-10 21:04:42.543492,3407.84,Loan Disbursement,-23140.922000000028,0
902,1054,2024-10-01 13:03:11.543492,3831.79,Loan Disbursement,-24290.459000000028,0
903,1079,2024-05-13 08:09:15.543492,4960.04,Deposit,-22802.44700000003,0
904,1094,2025-01-13 09:44:14.543492,1759.71,Loan Payment,-23330.36000000003,0
905,1074,2024-08-05 23:51:34.543492,2084.65,Loan Payment,-23955.75500000003,0
906,1015,2024-09-23 04:05:00.543492,869.82,Withdrawal,-24216.70100000003,0
907,1007,2024-12-28 15:13:17.543492,1060.16,Withdrawal,-23898.65300000003,0
908,1003,2024-11-28 06:51:29.543492,3482.31,Deposit,-24943.34600000003,0
909,1003,2024-03-20 13:14:24.543492,4589.38,Deposit,-23566.532000000032,0
910,1055,2024-12-10 12:37:23.543492,2003.29,Deposit,-22965.54500000003,0
911,1024,2024-05-19 17:38:42.543492,940.23,Loan Payment,-23247.61400000003,0
912,1066,2024-07-05 04:55:07.543492,1461.24,Loan Payment,-22809.24200000003,0
913,1095,2024-06-23 10:16:41.543492,2302.51,Loan Disbursement,-23499.99500000003,0
914,1066,2024-05-27 04:42:11.543492,1488.72,Loan Disbursement,-23053.37900000003,0
915,1026,2024-02-25 21:09:17.543492,1206.22,Deposit,-22691.513000000028,0
916,1092,2024-02-17 12:54:10.543492,3693.12,Deposit,-23799.44900000003,0
917,1031,2025-01-03 11:52:20.543492,88.83,Withdrawal,-23826.09800000003,0
918,1049,2024-03-10 06:16:47.543492,2719.19,Loan Payment,-23010.34100000003,0
919,1060,2024-11-20 08:23:10.543492,3979.15,Deposit,-24204.08600000003,0
920,1050,2025-01-06 17:46:57.543492,1367.83,Loan Payment,-24614.435000000027,0
921,1018,2024-11-06 16:08:54.543492,3036.29,Deposit,-23703.548000000028,0
922,1020,2024-05-24 03:03:27.543492,3361.06,Loan Disbursement,-24711.866000000027,0
923,1004,2024-05-12 03:59:22.543492,3292.37,Deposit,-23724.155000000028,0
924,1081,2024-11-27 09:18:00.543492,2256.96,Loan Disbursement,-24401.243000000028,0
925,1091,2024-08-01 11:48:26.543492,1765.56,Withdrawal,-24930.91100000003,0
926,1041,2024-09-20 14:35:06.543492,4187.82,Withdrawal,-23674.565000000028,0
927,1060,2024-11-23 16:00:50.543492,3804.31,Withdrawal,-22533.272000000026,0
928,1021,2024-10-08 14:40:57.543492,1640.21,Deposit,-23025.335000000025,0
929,1020,2024-07-07 12:16:31.543492,559.95,Withdrawal,-23193.320000000025,0
930,1069,2024-03-16 10:45:49.543492,405.45,Deposit,-23071.685000000027,0
931,1000,2024-08-31 10:58:59.543492,516.67,Loan Payment,-23226.686000000027,0
932,1004,2025-01-28 13:56:56.543492,2935.2,Loan Disbursement,-24107.24600000003,0
933,1011,2024-12-22 13:38:04.543492,305.73,Loan Payment,-24198.96500000003,0
934,1089,2024-08-12 06:30:00.543492,1717.79,Deposit,-24714.30200000003,0
935,1045,2024-06-17 04:14:55.543492,3778.34,Withdrawal,-23580.80000000003,0
936,1033,2024-10-09 01:07:47.543492,1507.02,Loan Disbursement,-24032.906000000028,0
937,1048,2024-09-22 06:20:19.543492,3828.37,Withdrawal,-22884.39500000003,0
938,1077,2024-10-30 18:13:51.543492,3740.06,Loan Payment,-21762.37700000003,0
939,1089,2024-09-22 07:43:50.543492,1266.84,Deposit,-22142.42900000003,0
940,1044,2024-09-08 07:07:29.543492,3657.67,Loan Disbursement,-21045.12800000003,0
941,1026,2024-03-04 20:00:04.543492,3751.49,Loan Disbursement,-22170.57500000003,0
942,1072,2024-10-09 05:21:53.543492,2017.4,Deposit,-22775.79500000003,0
943,1025,2024-09-01 22:42:54.543492,1091.58,Deposit,-22448.321000000033,0
944,1046,2024-05-20 01:03:37.543492,2630.29,Loan Disbursement,-21659.234000000033,0
945,1085,2024-12-21 00:55:58.543492,4610.92,Loan Payment,-20275.95800000003,0
946,1055,2024-10-02 05:48:46.543492,3216.1,Loan Payment,-21240.78800000003,0
947,1093,2024-05-11 13:30:29.543492,905.97,Withdrawal,-21512.57900000003,0
948,1062,2025-01-24 04:29:32.543492,3429.65,Loan Disbursement,-22541.47400000003,0
949,1047,2024-04-05 22:07:01.543492,2164.65,Deposit,-21892.07900000003,0
950,1060,2024-07-26 05:08:16.543492,2978.07,Deposit,-20998.658000000032,0
951,1080,2024-10-19 19:43:39.543492,3683.62,Deposit,-19893.572000000033,0
952,1025,2024-10-13 16:59:32.543492,2598.99,Deposit,-19113.875000000033,1
953,1035,2024-09-08 13:02:59.543492,4079.22,Loan Disbursement,-17890.109000000033,0
954,1000,2024-02-02 14:26:29.543492,3624.67,Loan Payment,-18977.510000000035,0
955,1007,2024-06-20 03:46:23.543492,3094.61,Withdrawal,-19905.893000000036,0
956,1098,2024-09-17 08:54:38.543492,796.42,Loan Payment,-19666.967000000037,0
957,1051,2024-03-16 14:18:19.543492,4187.95,Withdrawal,-18410.58200000004,0
958,1078,2024-10-10 06:58:28.543492,4682.73,Deposit,-17005.76300000004,0
959,1046,2024-09-05 18:01:12.543492,727.98,Deposit,-16787.36900000004,0
960,1055,2024-02-24 04:41:08.543492,2466.79,Loan Disbursement,-17527.40600000004,0
961,1085,2024-09-16 14:51:39.543492,1331.5,Deposit,-17127.95600000004,0
962,1013,2024-11-24 15:32:24.543492,3784.89,Loan Disbursement,-15992.489000000038,0
963,1089,2024-10-13 10:02:46.543492,3622.07,Loan Disbursement,-14905.868000000039,0
964,1027,2024-11-10 21:54:23.543492,747.38,Loan Disbursement,-15130.082000000039,0
965,1086,2024-09-23 12:46:04.543492,4391.28,Deposit,-16447.466000000037,0
966,1077,2024-12-28 05:16:00.543492,945.82,Deposit,-16163.720000000038,0
967,1087,2024-04-20 17:41:36.543492,3996.43,Loan Payment,-17362.649000000038,0
968,1001,2024-02-16 08:03:07.543492,2312.05,Withdrawal,-16669.034000000036,0
969,1025,2025-01-22 05:20:53.543492,1674.95,Loan Payment,-16166.549000000035,0
970,1013,2025-01-02 20:37:40.543492,833.28,Deposit,-15916.565000000035,0
971,1058,2024-07-19 04:25:24.543492,879.69,Withdrawal,-16180.472000000034,0
972,1055,2024-06-22 06:38:20.543492,3326.36,Loan Disbursement,-15182.564000000035,0
973,1006,2024-12-04 19:51:00.543492,2774.63,Withdrawal,-14350.175000000036,0
974,1002,2024-06-07 16:14:35.543492,654.32,Loan Disbursement,-14546.471000000036,0
975,1022,2024-02-26 08:13:33.543492,607.85,Deposit,-14728.826000000035,0
976,1017,2024-09-17 11:10:33.543492,407.94,Withdrawal,-14606.444000000036,0
977,1037,2025-01-26 12:07:00.543492,3731.65,Loan Disbursement,-13486.949000000037,0
978,1098,2024-03-08 08:26:20.543492,3573.82,Loan Payment,-14559.095000000038,0
979,1014,2024-02-28 15:52:09.543492,339.23,Loan Payment,-14660.864000000038,0
980,1063,2024-06-17 20:08:13.543492,2823.34,Loan Disbursement,-15507.866000000038,0
981,1088,2024-07-11 10:57:20.543492,469.15,Loan Payment,-15367.121000000037,0
982,1027,2024-10-23 13:30:08.543492,4523.54,Loan Payment,-14010.059000000037,0
983,1073,2024-06-05 00:27:38.543492,4540.23,Withdrawal,-15372.128000000037,0
984,1038,2024-02-14 04:47:02.543492,3506.25,Loan Payment,-16424.003000000037,0
985,1056,2024-11-08 02:30:34.543492,4634.64,Withdrawal,-15033.611000000037,0
986,1016,2024-08-07 13:07:19.543492,4066.69,Deposit,-16253.618000000039,0
987,1085,2024-10-19 02:11:08.543492,4151.27,Loan Payment,-15008.23700000004,0
988,1089,2024-06-13 16:47:22.543492,2870.05,Deposit,-14147.22200000004,0
989,1043,2024-08-06 08:53:07.543492,1564.99,Loan Payment,-13677.72500000004,0
990,1024,2024-12-25 00:20:08.543492,1128.11,Loan Disbursement,-14016.15800000004,0
991,1016,2024-05-26 14:58:59.543492,1669.64,Loan Disbursement,-13515.26600000004,0
992,1012,2024-02-20 14:10:25.543492,3161.05,Deposit,-14463.58100000004,0
993,1083,2024-12-16 22:03:25.543492,904.65,Deposit,-14734.97600000004,0
994,1024,2024-06-03 17:55:57.543492,1330.27,Deposit,-15134.05700000004,0
995,1067,2024-09-25 07:34:50.543492,2366.9,Loan Disbursement,-15844.12700000004,0
996,1009,2025-01-06 11:41:48.543492,1203.6,Deposit,-15483.047000000039,0
997,1066,2024-03-06 11:49:41.543492,2963.79,Loan Disbursement,-14593.910000000038,0
998,1017,2024-11-14 02:54:34.543492,4619.72,Deposit,-13207.994000000039,0
999,1099,2025-01-24 02:37:18.543492,3753.04,Withdrawal,-14333.906000000039,0
1000,1085,2024-10-24 12:19:02.543492,3348.81,Withdrawal,-13329.263000000039,0
1001,1033,2024-03-20 12:10:21.543492,2934.47,Loan Payment,-12448.922000000039,0
1002,1007,2025-01-28 15:19:54.543492,2465.34,Withdrawal,-11709.320000000038,0
1003,1039,2025-01-16 22:54:33.543492,973.49,Deposit,-11417.273000000037,0
1004,1082,2024-12-17 13:09:02.543492,4478.82,Withdrawal,-12760.919000000038,0
1005,1041,2024-03-29 01:35:25.543492,1280.25,Withdrawal,-13144.994000000039,0
1006,1040,2024-09-22 23:48:32.543492,501.98,Deposit,-12994.40000000004,0
1007,1005,2024-02-06 04:21:08.543492,3762.58,Withdrawal,-14123.174000000039,0
1008,1051,2024-05-14 23:29:51.543492,919.3,Deposit,-14398.96400000004,0
1009,1025,2024-08-09 18:32:32.543492,1890.89,Withdrawal,-14966.23100000004,0
1010,1063,2024-04-06 15:25:53.543492,190.01,Deposit,-14909.22800000004,0
1011,1097,2024-10-31 06:25:53.543492,728.49,Loan Disbursement,-14690.681000000039,0
1012,1058,2025-01-26 09:27:20.543492,907.36,Loan Disbursement,-14962.88900000004,0
1013,1055,2024-08-03 04:37:18.543492,319.33,Loan Payment,-15058.68800000004,0
1014,1058,2024-12-15 09:10:54.543492,3300.45,Withdrawal,-16048.82300000004,0
1015,1069,2024-05-16 12:54:05.543492,4193.19,Loan Payment,-17306.78000000004,0
1016,1032,2024-09-18 05:26:39.543492,1897.91,Deposit,-16737.40700000004,0
1017,1052,2024-09-12 06:27:28.543492,4379.15,Loan Disbursement,-18051.15200000004,0
1018,1021,2024-04-16 13:15:28.543492,1106.07,Deposit,-17719.33100000004,0
1019,1020,2024-06-16 07:15:46.543492,1660.68,Loan Payment,-18217.53500000004,0
1020,1069,2024-03-10 09:49:37.543492,796.15,Deposit,-17978.69000000004,0
1021,1069,2024-10-08 10:41:04.543492,3121.77,Deposit,-18915.221000000038,0
1022,1003,2024-05-16 21:15:55.543492,2128.35,Deposit,-18276.716000000037,0
1023,1093,2024-04-14 07:06:16.543492,3085.75,Deposit,-17350.99100000004,0
1024,1074,2025-01-23 03:24:04.543492,3820.29,Loan Disbursement,-18497.078000000038,0
1025,1061,2025-01-19 12:09:07.543492,2751.23,Deposit,-19322.447000000036,0
1026,1061,2025-01-24 20:53:49.543492,3156.77,Deposit,-18375.416000000037,0
1027,1093,2025-01-09 15:34:04.543492,4679.49,Loan Disbursement,-16971.569000000036,0
1028,1094,2024-09-23 20:04:04.543492,1530.37,Deposit,-17430.680000000037,0
1029,1023,2024-02-24 02:24:48.543492,1827.86,Deposit,-17979.038000000037,0
1030,1054,2024-03-04 14:03:26.543492,3602.63,Loan Payment,-19059.827000000038,0
1031,1008,2024-04-26 09:34:40.543492,3075.96,Loan Disbursement,-19982.615000000038,0
1032,1002,2024-10-28 10:45:41.543492,933.74,Withdrawal,-19702.49300000004,0
1033,1030,2024-08-06 04:01:21.543492,1911.93,Deposit,-19128.914000000037,0
1034,1039,2025-01-30 11:16:47.543492,2365.8,Loan Payment,-18419.174000000035,0
1035,1035,2024-02-06 16:15:26.543492,2125.98,Loan Disbursement,-19056.968000000037,0
1036,1023,2024-06-22 15:52:43.543492,932.46,Deposit,-19336.70600000004,0
1037,1094,2024-03-28 20:56:49.543492,4625.93,Withdrawal,-20724.485000000037,0
1038,1005,2024-02-06 04:58:59.543492,3823.48,Deposit,-19577.441000000035,0
1039,1065,2024-12-23 00:52:38.543492,2432.71,Loan Payment,-20307.254000000034,0
1040,1083,2024-04-05 11:12:01.543492,3416.3,Loan Disbursement,-19282.364000000034,0
1041,1091,2024-02-12 13:34:54.543492,4491.55,Loan Payment,-20629.829000000034,0
1042,1074,2024-03-01 11:59:23.543492,724.06,Loan Disbursement,-20412.611000000034,0
1043,1003,2024-07-19 06:16:12.543492,1289.35,Withdrawal,-20025.806000000033,0
1044,1078,2024-04-15 13:36:47.543492,2736.37,Deposit,-19204.895000000033,0
1045,1005,2024-07-23 22:12:02.543492,4005.1,Loan Payment,-20406.425000000032,0
1046,1093,2024-04-05 03:13:35.543492,229.46,Withdrawal,-20475.26300000003,0
1047,1050,2024-04-14 12:34:38.543492,4920.89,Withdrawal,-21951.53000000003,0
1048,1061,2024-08-08 17:20:55.543492,2301.79,Deposit,-22642.067000000032,0
1049,1056,2024-12-26 16:02:54.543492,1828.19,Loan Payment,-22093.610000000033,0
1050,1065,2024-09-07 01:17:50.543492,1498.99,Deposit,-21643.913000000033,0
1051,1078,2024-06-20 06:03:45.543492,913.07,Deposit,-21917.83400000003,0
1052,1074,2024-12-29 18:35:57.543492,3968.29,Loan Disbursement,-23108.321000000033,0
1053,1007,2024-08-29 11:59:26.543492,4779.3,Loan Disbursement,-24542.111000000034,0
1054,1025,2024-02-14 21:14:23.543492,2097.54,Deposit,-25171.373000000032,0
1055,1050,2024-05-14 10:59:51.543492,4764.48,Loan Disbursement,-23742.02900000003,0
1056,1044,2024-06-30 09:59:11.543492,4127.8,Loan Payment,-24980.36900000003,0
1057,1043,2024-07-30 13:15:00.543492,2431.2,Loan Disbursement,-24251.00900000003,0
1058,1004,2024-10-23 02:07:06.543492,3386.43,Withdrawal,-23235.08000000003,0
1059,1069,2024-02-07 21:43:42.543492,2203.17,Deposit,-22574.12900000003,0
1060,1025,2025-01-02 08:34:40.543492,2815.68,Deposit,-23418.83300000003,0
1061,1067,2024-11-25 18:39:02.543492,337.33,Loan Payment,-23520.032000000032,0
1062,1018,2024-05-11 07:15:26.543492,3496.5,Deposit,-24568.982000000033,0
1063,1083,2025-01-19 07:17:44.543492,311.48,Loan Disbursement,-24662.426000000032,0
1064,1096,2024-11-30 14:25:29.543492,4094.57,Withdrawal,-23434.055000000033,0
1065,1019,2024-07-22 08:40:44.543492,4133.49,Deposit,-24674.10200000003,0
1066,1011,2024-12-13 20:48:43.543492,1223.53,Loan Disbursement,-24307.04300000003,0
1067,1046,2024-07-20 03:33:17.543492,1652.13,Withdrawal,-24802.68200000003,0
1068,1000,2024-12-20 02:11:11.543492,2432.49,Deposit,-24072.93500000003,0
1069,1089,2024-08-18 20:48:30.543492,3003.48,Deposit,-23171.89100000003,0
